id,verification_status,owner_id,created_by,customer_id,property_type,property_category,district_id,municipal_id,province_id,city,seeking_address,property_face,build_date,layout,property_area,area_unit,parking_space,car_parking,bike_parking,compound,road_size,road_type,minimum_budget,minimum_budget_unit,maximum_budget,maximum_budget_unit,delete,status,agreement_image,created_at,updated_at,property_remarks,address_remarks,ward_num,map_url,amenities,share_map_url,verification_note
226,pending,3,3,805,HOUSE,,38,,4,Pokhara,Lamachaur,,2080,WHOLE_HOUSE,20/40,HAAT,YES,,,,20,BLACK-TOPPED,2.2,CRORE,2.5,CRORE,1,ACTIVE,,2024-11-05T09:51:30.000Z,2024-11-05T09:51:30.000Z,,,,,,,
227,pending,3,3,808,LAND,,38,224,4,Pokhara,Budibajar/Amarsingh,,,,5,AANA,,,,,18,,1,CRORE,1.1,CRORE,1,ACTIVE,,2024-11-11T11:23:04.000Z,2024-11-11T11:23:04.000Z,,,26,,,,
228,pending,3,3,807,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Chinedada/Chauthe/Milantole,,2072,1R,5,AANA,YES,,,,,,1.5,CRORE,1.7,CRORE,1,ACTIVE,,2024-11-12T07:01:55.000Z,2024-11-12T07:01:55.000Z,,,10,,,,
229,pending,3,3,810,HOUSE,,38,224,4,Pokhara,Fulbari/Ranipauwa,,2072,1R,4,AANA,YES,,,,,,1.7,CRORE,1.8,CRORE,1,ACTIVE,,2024-11-12T07:03:03.000Z,2024-11-12T07:03:03.000Z,Around,,10,,,,
230,pending,3,3,284,LAND,RESIDENTIAL,38,525,4,Pokhara,Fulbari/Ranipauwa Bhadrakali/Chauthe/Miyapatan/Tala patti,,,,20/40,HAAT,,,,,,,1,CRORE,120,CRORE,1,ACTIVE,,2024-11-13T06:41:13.000Z,2024-11-13T06:41:13.000Z,,,10,,,,
232,pending,3,3,820,LAND,RESIDENTIAL,38,,4,Pokhara,Lekhnath,,,,20/45,HAAT,,,,,16,,1,CRORE,1.2,CRORE,1,ACTIVE,,2024-11-15T11:37:28.000Z,2024-11-15T11:37:28.000Z,Talchowk/Sishuwa/Lake Highway,,27,,,,
233,pending,3,3,824,HOUSE,,38,224,4,Pokhara,Fulbari/Lamachaur/Ranipauwa,,,1R,20/40,HAAT,YES,,,,,,1.8,CRORE,2,CRORE,1,ACTIVE,,2024-11-15T12:17:25.000Z,2024-11-15T12:17:25.000Z,,,11,,,,
234,pending,3,3,830,LAND,,38,224,4,Pokhara,Fulbari/Chisapani/Nayagau,,,,20/50,HAAT,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2024-11-17T12:26:10.000Z,2024-11-17T12:26:10.000Z,,,14,,,,
235,pending,3,3,831,LAND,,38,224,4,Pokhara,Chauthe,,,,3.5,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2024-11-17T12:28:35.000Z,2024-11-17T12:28:35.000Z,,,14,,,,
236,pending,3,3,828,LAND,,38,224,4,Pokhara,Budibajar,,,,23/46,HAAT,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2024-11-17T12:30:03.000Z,2024-11-17T12:30:03.000Z,,,14,,,,
238,pending,3,3,832,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Birauta,,2072,1R,20/40,HAAT,YES,,,YES,16,BLACK-TOPPED,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-11-18T07:45:49.000Z,2024-11-18T07:45:49.000Z,,,17,,,,
239,pending,3,3,843,LAND,,38,224,4,Pokhara,Fulbari,,,,7,AANA,,,,,13,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-11-19T08:16:56.000Z,2024-11-19T08:16:56.000Z,,,11,,,,
240,pending,3,3,842,LAND,,38,224,4,Pokhara,Malepatan/Naghdhunga/Parsyang/Rambajar,,,,4,AANA,,,,,14,,1.5,CRORE,1.8,CRORE,1,ACTIVE,,2024-11-19T08:18:29.000Z,2024-11-19T08:18:29.000Z,,,11,,,,
241,pending,3,3,841,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/Chauthe,,,,20/40,HAAT,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2024-11-19T08:19:24.000Z,2024-11-19T08:19:24.000Z,,,14,,,,
242,pending,3,3,840,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/Ctevt,,,,30/65,HAAT,,,,,,,5,CRORE,5.5,CRORE,1,ACTIVE,,2024-11-19T08:20:34.000Z,2024-11-19T08:20:34.000Z,,,11,,,,
243,pending,3,3,839,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/Matepani,,,,4,AANA,,,,,,,1,CRORE,1.15,CRORE,1,COMPLETE,,2024-11-19T08:21:32.000Z,2025-01-16T10:40:34.000Z,,,11,,,,
244,pending,3,3,284,LAND,,38,224,4,Pokhara,Amarsingh,,,,5,AANA,,,,,,,3,CRORE,3.5,CRORE,1,ACTIVE,,2024-11-19T08:25:07.000Z,2024-11-19T08:25:07.000Z,,,13,,,,
245,pending,3,3,845,HOUSE,,38,224,4,pokhara,Fulbari/Ranipauwa/Bhadrakali/Dhikalethar,,,1R,4,AANA,YES,,,,,,1.5,CRORE,1.75,CRORE,1,ACTIVE,,2024-11-19T08:28:44.000Z,2024-11-19T08:28:44.000Z,,,11,,,,
246,pending,3,3,844,HOUSE,,38,224,4,Pokhara,Parsyang/Malepatan/Birauta,,,1R,4,AANA,YES,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-11-19T08:31:18.000Z,2024-11-19T08:31:18.000Z,,,17,,,,
248,pending,3,3,855,LAND,,38,224,4,Pokhara,Birauta,,,,4,AANA,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2024-11-21T07:31:45.000Z,2024-11-21T07:31:45.000Z,,,17,,,,
249,pending,3,3,854,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,4,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2024-11-21T07:32:39.000Z,2024-11-21T07:32:39.000Z,,,11,,,,
250,pending,3,3,857,HOUSE,,38,224,4,Pokhara,Rambajar,,,1R,4,AANA,YES,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2024-11-21T07:48:32.000Z,2024-11-21T07:48:32.000Z,,,15,,,,
251,pending,3,3,859,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Birauta /Chauthe/Talchowk,,,1R,4,AANA,YES,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2024-11-21T10:24:26.000Z,2024-11-21T10:24:26.000Z,,,17,,,,
253,pending,3,3,860,HOUSE,,38,224,4,Pokhara,Lamachaur/Nadipur,,,1R,5,AANA,YES,,,,,,2.5,CRORE,3,CRORE,1,ACTIVE,,2024-11-22T08:45:50.000Z,2024-11-22T08:45:50.000Z,,,19,,,,
254,pending,3,3,864,LAND,RESIDENTIAL,38,224,4,Pokhara,Hawelimarga/ Chinedada,,,,18/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2024-11-24T07:52:08.000Z,2024-11-24T07:52:08.000Z,,,14,,,,
255,pending,3,3,863,LAND,,38,224,4,Pokhara,Chauthe/Lamachaur,,,,20/45,HAAT,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2024-11-24T07:53:05.000Z,2024-11-24T07:53:05.000Z,,,14,,,,
256,pending,3,3,862,LAND,RESIDENTIAL,38,224,4,Pokhara,Methlang/Sarangkot,,,,10,AANA,,,,,,,50,LAKHS,60,LAKHS,1,ACTIVE,,2024-11-24T07:54:30.000Z,2024-11-24T07:54:30.000Z,,,18,,,,
257,pending,3,3,865,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta/Chhorepatan,,,,20/40,HAAT,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2024-11-24T07:57:47.000Z,2024-11-24T07:57:47.000Z,,,17,,,,
259,pending,3,3,868,HOUSE,,38,224,4,Pokhara,Fulbari/Birauta,,,1R,4,AANA,,,,,,,2,CRORE,2,CRORE,1,ACTIVE,,2024-11-24T11:50:03.000Z,2024-11-24T11:50:03.000Z,,,26,,,,
260,pending,3,3,869,LAND,,,224,4,Pokhara,Fulbari/Birauta/Rambajar/Zero/Parsyang,,,,4,AANA,,,,,,,1,CRORE,1.35,CRORE,1,ACTIVE,,2024-11-24T11:53:19.000Z,2024-11-24T11:53:19.000Z,,,17,,,,
261,pending,3,3,872,LAND,,38,224,4,Lekhnath,Pu,,,,4,AANA,,,,,,,60,LAKHS,65,LAKHS,1,ACTIVE,,2024-11-26T06:22:37.000Z,2024-11-26T06:22:37.000Z,,,28,,,,
262,pending,3,3,874,HOUSE,,38,224,4,Pokhara,Fulbari/Matepani/Bajhapatan/Sitaldevi,,2072,1R,5,AANA,YES,,,,,,1.5,CRORE,1.8,CRORE,1,ACTIVE,,2024-11-26T10:50:09.000Z,2024-11-26T10:50:09.000Z,,,12,,,,
263,pending,3,3,876,LAND,,38,224,4,Pokhara,Chauthe,,,,4,AANA,,,,,,,60,LAKHS,65,LAKHS,1,ACTIVE,,2024-11-26T11:18:59.000Z,2024-11-26T11:18:59.000Z,,,14,,,,
264,pending,3,3,877,LAND,,38,224,4,Pokhara,Birauta/Chorepatan,,,,4,AANA,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2024-11-26T11:22:48.000Z,2024-11-26T11:22:48.000Z,,,17,,,,
265,pending,3,3,878,LAND,,38,224,4,Pokhara,Chauthe/Nayagau/Kajipokhari,,,,18/45,HAAT,,,,,,,1.15,CRORE,1.2,CRORE,1,ACTIVE,,2024-11-26T11:26:50.000Z,2024-11-26T11:26:50.000Z,,,14,,,,
266,pending,3,3,879,LAND,,38,224,4,Pokhara,Fulbari,,,,4,AANA,,,,,,,1.2,CRORE,1.3,CRORE,1,ACTIVE,,2024-11-26T11:27:36.000Z,2025-03-11T06:59:30.000Z,,,11,,,,
267,pending,3,3,882,LAND,,38,224,4,Pokhara,Fulbari/Sitaldevi/Nayagau/Galeshworchowk,,,,6,AANA,,,,,,,1.5,CRORE,1.6,CRORE,1,COMPLETE,,2024-11-27T11:22:42.000Z,2025-01-16T10:39:36.000Z,,,12,,,,
268,pending,3,3,892,LAND,,38,224,4,Pokhara,pokhara,,,,4,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2024-12-01T11:23:35.000Z,2024-12-01T11:23:35.000Z,,,1,,,,
269,pending,3,3,893,LAND,,38,224,4,Pokhara,Lekhnath,,,,20/40,HAAT,,,,,,,60,LAKHS,75,LAKHS,1,ACTIVE,,2024-12-01T11:24:35.000Z,2024-12-01T11:24:35.000Z,,,11,,,,
270,pending,3,3,899,LAND,,38,224,4,Pokhara,Parsyang/Harichowk,,,,20/40,HAAT,,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2024-12-03T07:02:44.000Z,2024-12-03T07:02:44.000Z,,,5,,,,
271,pending,3,3,900,LAND,,38,224,4,Pokhara,Fulbari/Chauthe/Bajhapatan/Gaudamukh,,,,4,AANA,,,,,,,70,LAKHS,80,LAKHS,1,ACTIVE,,2024-12-03T07:07:23.000Z,2024-12-03T07:07:23.000Z,,,11,,,,
272,pending,3,3,902,LAND,,38,224,4,Pokhara,Fulbari/Amarsingh/Ranipauwa/Chauthe,,,,20/60,HAAT,,,,,,,2,CRORE,2.1,CRORE,1,ACTIVE,,2024-12-03T12:08:13.000Z,2024-12-03T12:08:13.000Z,,,11,,,,
273,pending,3,3,903,LAND,,38,224,4,Pokhara,Chauthe/Parsyang,,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-12-04T10:24:33.000Z,2024-12-04T10:24:33.000Z,,,14,,,,
274,pending,3,3,905,LAND,,38,224,4,Pokhara,Fulbari/Chauthe,,,,20/40,HAAT,,,,,,,1.1,CRORE,1.15,CRORE,1,ACTIVE,,2024-12-04T10:28:43.000Z,2024-12-04T10:28:43.000Z,Laxmi sunrise bank ko BM,,11,,,,
275,pending,3,3,909,HOUSE,,38,224,4,Pokhara,Fulbari/Chhorepatan/Birauta/Mahatgauda,,,1R,4,AANA,NO,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2024-12-06T09:10:35.000Z,2024-12-06T09:10:35.000Z,,,17,,,,
276,pending,3,3,910,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Parsyang,,,,4,AANA,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2024-12-06T09:22:17.000Z,2024-12-06T09:22:17.000Z,prime bank bm ko manxey,,,,,,
277,pending,3,3,910,LAND,RESIDENTIAL,38,224,4,Pokhara,Talchowk/Arghauchowk,,,,20/40,HAAT,,,,,,,65,LAKHS,70,LAKHS,1,ACTIVE,,2024-12-06T09:23:25.000Z,2024-12-06T09:23:25.000Z,,,27,,,,
278,pending,3,3,912,LAND,,38,224,4,Pokhara,Talchowk,,,,4,AANA,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2024-12-06T12:22:47.000Z,2024-12-06T12:22:47.000Z,,,27,,,,
279,pending,3,3,810,LAND,,38,224,4,Pokhara,Fulbari/Bajhapatan/Chapapani/Kaukhola,,,,4,AANA,,,,,,,1,CRORE,1.15,CRORE,1,ACTIVE,,2024-12-06T12:26:47.000Z,2024-12-06T12:26:47.000Z,,,11,,,,
280,pending,3,3,913,LAND,,38,224,4,Pokhara,Talchowk,,,,4,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2024-12-06T12:31:15.000Z,2024-12-06T12:31:15.000Z,Highway orapara,Prithivichok fancy pasal,27,,,,
281,pending,3,3,914,LAND,RESIDENTIAL,38,224,4,Pokhara,Kajipokhari,,,,4,AANA,,,,,,,75,LAKHS,80,LAKHS,1,ACTIVE,,2024-12-08T06:45:15.000Z,2024-12-08T06:45:15.000Z,,,15,,,,
282,pending,3,3,911,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Parsyang/Rambajar(laxmitol),,,,4,AANA,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2024-12-09T06:29:24.000Z,2024-12-09T06:29:24.000Z,,,5,,,,
283,pending,3,3,917,LAND,RESIDENTIAL,38,224,4,Pokhara,Chindada/Kajipokhari,,,,17/40,HAAT,,,,,,,65,LAKHS,70,LAKHS,1,ACTIVE,,2024-12-09T06:33:45.000Z,2024-12-09T06:33:45.000Z,,,15,,,,
284,pending,3,3,919,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta/ Chauthe/ Lamachour/ Rambazar,,,,4,AANA,,,,,14,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-12-09T07:03:55.000Z,2024-12-09T07:03:55.000Z,,,14,,,,
285,pending,3,3,921,LAND,RESIDENTIAL,38,224,4,Pokhara,"Miyapatan, Chauthe, Fulbari, Kaukola, Duikulo Muhan, Hemja (Milanchowk)",,,,20/40,HAAT,,,,,,,60,LAKHS,90,LAKHS,1,ACTIVE,,2024-12-09T12:36:19.000Z,2024-12-09T12:36:19.000Z,,,14,,,,
286,pending,3,3,924,LAND,,38,224,4,Pokhara,Fulbari / Rambajar,,,,20/45,HAAT,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-12-11T07:37:25.000Z,2024-12-11T07:37:25.000Z,Full Cash / Cash Down,,11,,,,
287,pending,3,3,925,LAND,SEMI_COMMERCIAL,38,224,4,Pokhara,Fulbari / Ranipauwa,,,,5,AANA,,,,,,,2,CRORE,3,CRORE,1,ACTIVE,,2024-12-11T07:38:46.000Z,2024-12-11T07:38:46.000Z,,,11,,,,
288,pending,3,3,926,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,4,AANA,,,,,,,70,LAKHS,80,LAKHS,1,ACTIVE,,2024-12-11T07:40:28.000Z,2024-12-11T07:40:28.000Z,Midtown Orchid Staff,Pokhara Valley,11,,,,
289,pending,3,3,927,LAND,RESIDENTIAL,38,224,4,Pokhara,"Parsyang, Nayagaun, Chauthe",,,,4,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2024-12-11T07:44:22.000Z,2024-12-11T07:44:22.000Z,,,11,,,,
290,pending,3,3,933,HOUSE,RESIDENTIAL,38,224,4,Pokhara,"Chauthe, Fulbari, Ranipauwa",,2072,WHOLE_HOUSE,4,AANA,YES,,,YES,14,BLACK-TOPPED,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-12-11T12:24:21.000Z,2024-12-11T12:24:21.000Z,,( Pokhara Valley ),14,,,,
291,pending,3,3,935,LAND,RESIDENTIAL,38,224,4,Pokhara,"Parsyang , Chauthe",,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-12-12T11:54:40.000Z,2024-12-12T11:54:40.000Z,2/3 ota sathiharu milera,Highway bata 500-700 meter bhitra,14,,,,
292,pending,3,3,937,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,,18/45,HAAT,YES,,,YES,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2024-12-13T06:51:28.000Z,2024-12-13T08:27:15.000Z,,,17,,,,
293,pending,3,3,936,LAND,RESIDENTIAL,38,224,4,Pokhara,"Parsyang, Archalbot, Chauthe",,,,20/40,HAAT,,,,,,,70,LAKHS,2.1,CRORE,1,ACTIVE,,2024-12-13T08:34:27.000Z,2024-12-13T08:34:27.000Z,70 lakhs /- per ghaderi,,5,,,,
294,pending,3,3,938,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Ranipauwa / Amarsingh / Birauta / Lakeside,EAST,,1R,18,AANA,YES,2,,YES,,,9,CRORE,10,CRORE,1,ACTIVE,,2024-12-13T09:13:26.000Z,2025-01-15T12:26:42.000Z,"koi nabaseko ghar ( empty house ) ,",,11,,,,
295,pending,3,3,942,LAND,RESIDENTIAL,38,224,4,Pokhara,Rambajar / Birauta,,,,0,HAAT,,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-12-15T07:02:27.000Z,2024-12-15T07:02:27.000Z,,,15,,,,
296,pending,3,3,945,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang / Malepatan / Mahatgauda / Birauta,,,,20/40,HAAT,,,,,,,80,LAKHS,100,LAKHS,1,ACTIVE,,2024-12-15T08:26:58.000Z,2024-12-15T08:26:58.000Z,,,23,,,,
297,pending,3,3,948,LAND,RESIDENTIAL,38,224,4,Pokhara,Bhalam,,,,5,AANA,,,,,,,60,LAKHS,65,LAKHS,1,ACTIVE,,2024-12-16T08:26:09.000Z,2024-12-16T08:26:09.000Z,,,20,,,,
298,pending,3,3,950,LAND,,38,224,4,Pokhara,Kaukhola,,,,4,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2024-12-16T09:47:57.000Z,2024-12-16T09:47:57.000Z,,Saja,12,,,,
299,pending,3,3,956,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe / Budibajar / Bijaypur,,,,4,AANA,,,,,,,49,LAKHS,50,LAKHS,1,ACTIVE,,2024-12-16T11:54:24.000Z,2024-12-16T11:54:24.000Z,,Chauthe,14,,,,
300,pending,3,3,958,LAND,RESIDENTIAL,38,224,4,Pokhara,Lamachaur/Deep,,,,4,AANA,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-12-17T07:36:24.000Z,2024-12-17T07:36:24.000Z,,,19,,,,
301,pending,3,3,959,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,,4,AANA,,,,,,,70,LAKHS,80,LAKHS,1,ACTIVE,,2024-12-17T07:37:27.000Z,2024-12-17T07:37:27.000Z,,,17,,,,
302,pending,3,3,288,LAND,RESIDENTIAL,38,224,4,Pokhara,Kaudada,,,,5,ROPANI,,,,,,,4,CRORE,5,CRORE,1,ACTIVE,,2024-12-19T09:01:46.000Z,2024-12-19T09:01:46.000Z,,,12,,,,
303,pending,3,3,967,LAND,RESIDENTIAL,38,,4,Pokhara,Kaudada,,,,2,ROPANI,,,,,,,49,LAKHS,50,LAKHS,1,ACTIVE,,2024-12-19T09:05:59.000Z,2024-12-19T09:05:59.000Z,,,12,,,,
304,pending,3,3,968,LAND,RESIDENTIAL,38,224,4,Pokhara,"Lamachour, Malepatan, Deep, Parsyang",,,,4,AANA,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-12-19T09:09:31.000Z,2024-12-19T09:09:31.000Z,,,19,,,,
305,pending,3,3,972,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta / Damside,,,,22-24/45-50,HAAT,,,,,20,,2,CRORE,3,CRORE,1,ACTIVE,,2024-12-20T08:09:07.000Z,2024-12-20T08:09:07.000Z,,Pokhara Grande side,17,,,,
306,pending,3,3,947,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Chauthe / Ranipauwa,,,1R,0,HAAT,YES,,,,,,1,CRORE,2,CRORE,1,ACTIVE,,2024-12-20T11:28:35.000Z,2024-12-20T11:28:35.000Z,,,14,,,,
307,pending,3,3,981,HOUSE,RESIDENTIAL,38,224,4,Pokhara,"HaweliMarga, KajiPokhari, Chinedada, Fulbari",,,1R,4,AANA,YES,,,,,,79,LAKHS,80,LAKHS,1,ACTIVE,,2024-12-22T08:32:48.000Z,2024-12-22T08:32:48.000Z,,,15,,,,
308,pending,3,3,984,HOUSE,RESIDENTIAL,38,224,4,Pokhara,"Nadipur, Bhimsen Tole",,,1R,00,HAAT,NO,,,,,,2,CRORE,2.15,CRORE,1,ACTIVE,,2024-12-22T10:15:29.000Z,2024-12-22T10:20:44.000Z,Parking Nabhaye pani OK,"Ward number 2,3,4 ma chaiyeko",2,,Newar Basti,,
309,pending,3,3,992,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang / Pokhara Valley,,,,4,AANA,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2024-12-23T11:31:53.000Z,2024-12-23T11:31:53.000Z,,,6,,,,
310,pending,3,3,1002,LAND,RESIDENTIAL,38,224,4,Pokhara,"Lakeside , Sedi",,,,10,ROPANI,,,,,,,100,CRORE,100,CRORE,1,ACTIVE,,2024-12-25T08:54:07.000Z,2024-12-25T08:54:07.000Z,,Lakeside,6,,,,
311,pending,3,3,1004,LAND,RESIDENTIAL,38,224,4,Pokhara,"Birauta , RatnaChowk",,,,3.5,AANA,,,,,,,79,LAKHS,80,LAKHS,1,ACTIVE,,2024-12-25T11:35:01.000Z,2024-12-25T11:35:01.000Z,,,8,,,,
312,pending,3,3,1005,LAND,RESIDENTIAL,38,224,4,Pokhara,Budibajar / Bijaypur / Talchowk / Chauthe,,,,4-5,AANA,,,,,,,99,LAKHS,1,CRORE,1,ACTIVE,,2024-12-25T11:43:04.000Z,2024-12-25T11:43:04.000Z,,,26,,,,
313,pending,3,3,1009,LAND,,38,224,4,Pokhara,Budibajar,,,,1,ROPANI,,,,,,,99,LAKHS,1,CRORE,1,ACTIVE,,2024-12-26T08:03:33.000Z,2024-12-26T08:03:33.000Z,"Bhir, Dil, Kulo, Nahar, High Tension navako",Highway ko left side,26,,,,
314,pending,3,3,1010,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe,,,,20/50,AANA,,,,,,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2024-12-26T09:05:47.000Z,2024-12-26T11:45:11.000Z,,,14,,,,
315,pending,3,3,1014,LAND,RESIDENTIAL,38,224,4,Pokhara,"Fulbari. Ranipauwa,Nadipur,Tersapatti",,,,4,AANA,,,,,,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2024-12-26T11:15:58.000Z,2025-01-12T06:42:51.000Z,,,4,,,,
316,pending,3,3,1030,HOUSE,,38,224,4,Pokhara,Parsyang / Ratnachowk,,,WHOLE_HOUSE,14/36,HAAT,YES,,,,13,,99,CRORE,1,CRORE,1,ACTIVE,,2024-12-29T10:58:10.000Z,2024-12-29T10:58:10.000Z,1 Floor,,5,,,,
317,pending,3,3,1035,LAND,RESIDENTIAL,38,224,4,Pokhara,"BIrauta , KajiPokhari",,,,20/45,HAAT,,,,,,,1,CRORE,2,CRORE,1,ACTIVE,,2024-12-31T08:20:01.000Z,2024-12-31T08:20:01.000Z,,,17,,,,
318,pending,3,3,1064,HOUSE,RESIDENTIAL,38,224,4,Pokhara,"Ranipauwa, Fulbari",,,1R,5,AANA,YES,,,YES,12,,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-01-05T08:09:15.000Z,2025-01-05T08:09:15.000Z,"Made after earthquake, Afanta ko lai khojeko",,11,,,,
319,pending,3,3,1065,LAND,RESIDENTIAL,38,224,4,Pokhara,"Birauta , Chindada",NORTH-EAST,,,"20/40 , 17/40",HAAT,,,,,,,70,LAKHS,75,LAKHS,1,ACTIVE,,2025-01-05T08:27:26.000Z,2025-01-05T08:27:26.000Z,2 ota land chaiyeko,,17,,,,
320,pending,3,3,1066,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,,5,AANA,,,,,20,,1,CRORE,1.3,CRORE,1,ACTIVE,,2025-01-05T08:40:40.000Z,2025-01-05T08:40:40.000Z,Main Bato ma,Ram Mandir dekhi Bidhya Niketan jane bato ma,17,,,,
321,pending,3,3,1067,LAND,RESIDENTIAL,38,224,4,Pokhara,Bijaypur,,,,6,AANA,,,,,,,55,LAKHS,60,LAKHS,1,ACTIVE,,2025-01-05T09:11:44.000Z,2025-01-05T09:11:44.000Z,,,26,,,,
322,pending,3,3,1068,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang / Baglung Buspark / BIndabasini,,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-01-05T09:15:30.000Z,2025-01-05T09:15:30.000Z,,,5,,,,
323,pending,3,3,1070,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Ranipauwa,,,1R,4,AANA,YES,,,YES,,,2.8,CRORE,3,CRORE,1,ACTIVE,,2025-01-05T11:28:00.000Z,2025-01-05T11:28:00.000Z,,,11,,,,
324,pending,3,3,1073,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,ANY,,,20/40,HAAT,,,,,,,2.4,CRORE,2.5,CRORE,1,ACTIVE,,2025-01-06T07:11:03.000Z,2025-01-06T07:11:03.000Z,,"Sayapatri Chowk , Ctevt Oripori ( Main Road )",11,,,,
325,pending,3,3,1077,LAND,RESIDENTIAL,38,224,4,Pokhara,Deep / Lamachour,EAST,,,20/40,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-01-06T11:20:11.000Z,2025-01-06T11:20:11.000Z,,North Mohoda bhayena,19,,,,
326,pending,3,3,1070,LAND,,38,224,4,Pokhara,Malepatan,,,,4,AANA,YES,,,,,,70,LAKHS,80,LAKHS,1,ACTIVE,,2025-01-06T11:24:23.000Z,2025-01-06T11:26:56.000Z,,,5,,"Japan bata ayeko  manxe , Govinda Bhusal Agent",,
327,pending,3,3,1078,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang,,,,4,AANA,,,,,,,50,LAKHS,60,LAKHS,1,ACTIVE,,2025-01-06T11:30:36.000Z,2025-01-06T11:30:36.000Z,,,5,,,,
328,pending,3,3,1081,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Parsyang / Amarsingh / Ranipauwa / Batulechaur,,,1R,9,AANA,,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-01-07T12:42:05.000Z,2025-01-07T12:42:05.000Z,,,5,,,,
329,pending,3,3,1083,LAND,RESIDENTIAL,38,224,4,Pokhara,Bijaypur,,,,5,AANA,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2025-01-08T07:26:59.000Z,2025-01-08T07:26:59.000Z,,,26,,,,
